scenario_id	scenario_class	simmap_model	stochastic_map_replicate	stochastic_origin_count
country_balanced_replicate_01	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	196	19
country_balanced_replicate_01	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	197	19
country_balanced_replicate_01	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	198	21
country_balanced_replicate_01	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	199	18
country_balanced_replicate_01	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	200	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	1	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	2	17
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	3	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	4	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	5	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	6	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	7	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	8	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	9	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	10	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	11	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	12	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	13	23
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	14	25
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	15	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	16	16
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	17	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	18	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	19	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	20	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	21	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	22	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	23	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	24	25
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	25	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	26	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	27	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	28	23
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	29	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	30	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	31	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	32	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	33	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	34	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	35	24
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	36	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	37	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	38	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	39	25
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	40	17
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	41	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	42	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	43	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	44	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	45	15
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	46	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	47	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	48	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	49	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	50	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	51	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	52	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	53	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	54	24
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	55	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	56	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	57	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	58	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	59	24
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	60	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	61	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	62	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	63	24
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	64	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	65	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	66	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	67	16
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	68	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	69	25
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	70	23
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	71	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	72	17
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	73	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	74	15
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	75	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	76	17
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	77	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	78	16
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	79	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	80	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	81	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	82	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	83	15
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	84	15
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	85	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	86	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	87	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	88	24
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	89	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	90	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	91	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	92	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	93	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	94	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	95	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	96	23
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	97	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	98	23
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	99	16
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	100	25
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	101	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	102	23
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	103	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	104	16
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	105	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	106	25
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	107	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	108	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	109	17
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	110	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	111	17
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	112	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	113	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	114	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	115	16
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	116	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	117	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	118	14
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	119	30
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	120	24
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	121	23
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	122	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	123	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	124	17
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	125	23
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	126	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	127	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	128	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	129	25
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	130	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	131	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	132	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	133	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	134	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	135	23
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	136	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	137	16
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	138	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	139	23
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	140	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	141	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	142	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	143	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	144	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	145	17
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	146	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	147	16
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	148	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	149	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	150	15
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	151	15
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	152	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	153	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	154	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	155	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	156	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	157	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	158	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	159	23
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	160	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	161	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	162	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	163	17
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	164	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	165	24
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	166	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	167	16
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	168	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	169	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	170	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	171	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	172	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	173	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	174	13
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	175	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	176	16
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	177	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	178	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	179	16
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	180	17
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	181	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	182	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	183	23
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	184	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	185	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	186	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	187	22
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	188	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	189	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	190	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	191	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	192	19
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	193	15
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	194	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	195	21
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	196	24
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	197	20
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	198	15
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	199	18
country_balanced_replicate_02	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	200	19
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	1	20
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	2	25
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	3	19
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	4	22
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	5	24
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	6	20
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	7	19
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	8	19
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	9	22
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	10	24
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	11	22
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	12	19
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	13	26
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	14	26
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	15	27
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	16	21
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	17	19
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	18	27
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	19	27
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	20	22
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	21	21
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	22	22
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	23	21
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	24	22
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	25	20
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	26	19
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	27	23
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	28	23
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	29	20
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	30	18
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	31	22
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	32	22
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	33	21
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	34	24
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	35	21
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	36	23
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	37	19
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	38	22
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	39	25
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	40	22
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	41	25
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	42	21
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	43	24
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	44	20
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	45	21
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	46	25
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	47	21
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	48	24
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	49	21
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	50	23
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	51	23
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	52	24
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	53	21
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	54	20
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	55	22
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	56	21
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	57	21
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	58	22
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	59	21
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	60	19
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	61	23
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	62	21
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	63	26
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	64	26
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	65	25
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	66	21
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	67	23
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	68	18
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	69	19
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	70	23
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	71	24
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	72	21
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	73	23
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	74	23
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	75	22
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	76	22
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	77	22
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	78	24
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	79	22
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	80	19
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	81	19
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	82	20
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	83	21
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	84	21
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	85	26
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	86	23
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	87	20
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	88	20
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	89	18
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	90	18
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	91	21
country_balanced_replicate_03	resampling_country_balanced	fixed_ER_Q_rate_20000_root_equal	92	24
