model_id	analysis_cohort	response_variable	model_family	country_filter	year_window	n_country_year_cells	n_countries	covariates	random_effects	weighting_scheme	estimate_term	effect_scale	effect_estimate	ci_lower	ci_upper	p_value	q_value	sensitivity_label	focal_exposure_family	excluded_country_iso3	notes	exposure_formula_id	exposure_lambda	exposure_gamma	exposure_delta_prn	uses_ipw_response
m7_leave_one_country_out_ap_exposure_v3_exclude_GTM_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=GTM	2000-2024	28	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	ap_exposure_v3_score	log_odds	0.8227153701606069	0.6247274178933783	1.0207033224278357	3.807053742132926e-16	5.076071656177234e-16	leave_one_country_out_ap_exposure_v3	v3	GTM	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=GTM	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_GTM_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=GTM	2000-2024	28	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	1.544841985526694	1.258363600521373	1.831320370532015	4.1334995761567897e-26	1.6533998304627159e-25	leave_one_country_out_ap_exposure_v3	v3	GTM	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=GTM	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_GTM_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=GTM	2000-2024	28	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	3.8284117969521505	3.0521783824373054	4.604645211466996	4.1725165660468395e-22	8.345033132093679e-22	leave_one_country_out_ap_exposure_v3	v3	GTM	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=GTM	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_GTM_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=GTM	2000-2024	28	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	1.1965135101706124	0.7146625848987085	1.6783644354425162	1.1330737609414016e-06	1.1330737609414016e-06	leave_one_country_out_ap_exposure_v3	v3	GTM	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=GTM	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_JPN_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=JPN	2000-2024	28	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	ap_exposure_v3_score	log_odds	1.569601022632268	1.2582552279416364	1.8809468173228998	5.031166972810531e-23	6.708222630414042e-23	leave_one_country_out_ap_exposure_v3	v3	JPN	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=JPN	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_JPN_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=JPN	2000-2024	28	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	2.4777184726436103	2.0379038804780985	2.9175330648091222	2.4027365998994884e-28	4.805473199798977e-28	leave_one_country_out_ap_exposure_v3	v3	JPN	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=JPN	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_JPN_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=JPN	2000-2024	28	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	6.765969224402962	5.6675168686700825	7.864421580135842	1.4720060260150337e-33	5.888024104060135e-33	leave_one_country_out_ap_exposure_v3	v3	JPN	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=JPN	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_JPN_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=JPN	2000-2024	28	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	1.7826913186513365	-0.25270561312100326	3.818088250423676	0.08604216712471105	0.08604216712471105	leave_one_country_out_ap_exposure_v3	v3	JPN	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=JPN	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_NZL_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=NZL	2000-2024	27	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	ap_exposure_v3_score	log_odds	1.1434376035299019	0.8836745570051656	1.4032006500546381	6.26400128504968e-18	8.352001713399574e-18	leave_one_country_out_ap_exposure_v3	v3	NZL	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=NZL	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_NZL_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=NZL	2000-2024	27	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	2.8251625735334214	2.3797825747720625	3.2705425722947803	1.7345943830373028e-35	6.938377532149211e-35	leave_one_country_out_ap_exposure_v3	v3	NZL	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=NZL	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_NZL_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=NZL	2000-2024	27	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	5.056973402521918	4.146248280016722	5.967698525027115	1.3850266165121579e-27	2.7700532330243158e-27	leave_one_country_out_ap_exposure_v3	v3	NZL	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=NZL	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_NZL_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=NZL	2000-2024	27	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	2.502025262218235	1.8044942230608054	3.1995563013756643	2.0584221827390054e-12	2.0584221827390054e-12	leave_one_country_out_ap_exposure_v3	v3	NZL	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=NZL	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_USA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=USA	2012-2024	11	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	ap_exposure_v3_score	log_odds	-2.8215384704628743	-3.796601991123839	-1.8464749498019097	1.4143175261659584e-08	5.6572701046638336e-08	leave_one_country_out_ap_exposure_v3	v3	USA	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=USA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_USA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=USA	2012-2024	11	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	-1.5836594887616149	-3.002542960119242	-0.16477601740398762	0.02869756411125488	0.03826341881500651	leave_one_country_out_ap_exposure_v3	v3	USA	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=USA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_USA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=USA	2012-2024	11	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	-1.8477551086755908	-3.4710049014199864	-0.22450531593119494	0.0256758357843636	0.03826341881500651	leave_one_country_out_ap_exposure_v3	v3	USA	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=USA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_USA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=USA	2012-2024	11	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	-12.07592364583381	-27.17920905064301	3.02736175897539	0.11708432848366816	0.11708432848366816	leave_one_country_out_ap_exposure_v3	v3	USA	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=USA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_ZAF_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=ZAF	2000-2024	28	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	ap_exposure_v3_score	log_odds	0.783805674713498	0.586939509400539	0.9806718400264571	6.017946446721579e-15	8.023928595628772e-15	leave_one_country_out_ap_exposure_v3	v3	ZAF	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=ZAF	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_ZAF_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=ZAF	2000-2024	28	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	1.81817412879509	1.486418220454817	2.149930037135363	6.48417343143663e-27	2.593669372574652e-26	leave_one_country_out_ap_exposure_v3	v3	ZAF	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=ZAF	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_ZAF_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=ZAF	2000-2024	28	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	3.7919170230431414	3.0214113620067646	4.562422684079518	5.120133975172181e-22	1.0240267950344362e-21	leave_one_country_out_ap_exposure_v3	v3	ZAF	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=ZAF	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_ZAF_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=ZAF	2000-2024	28	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	1.8157408319705823	1.2755467355897567	2.3559349283514077	4.45494436791967e-11	4.45494436791967e-11	leave_one_country_out_ap_exposure_v3	v3	ZAF	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=ZAF	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_BRA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=BRA	2000-2024	28	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	ap_exposure_v2_score	log_odds	3.337596865100982	2.683142048880595	3.992051681321369	1.592671446110311e-23	6.370685784441244e-23	leave_one_country_out_ap_exposure_v2	v2	BRA	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=BRA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_BRA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=BRA	2000-2024	28	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	0.710758193778048	0.1949188990967422	1.2265974884593538	0.006921030656928951	0.009228040875905268	leave_one_country_out_ap_exposure_v2	v2	BRA	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=BRA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_BRA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=BRA	2000-2024	28	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	-3.8048423480029205	-5.897148415567814	-1.712536280438027	0.00036490529340611576	0.0007298105868122315	leave_one_country_out_ap_exposure_v2	v2	BRA	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=BRA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_BRA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=BRA	2000-2024	28	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	-2.248161633080999	-10.38267027456766	5.886347008405663	0.5880308249505084	0.5880308249505084	leave_one_country_out_ap_exposure_v2	v2	BRA	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=BRA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_CHN_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=CHN	2000-2024	26	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	ap_exposure_v2_score	log_odds	1.411050891585253	1.1520296092892088	1.6700721738812974	1.2993385709609207e-26	5.197354283843683e-26	leave_one_country_out_ap_exposure_v2	v2	CHN	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=CHN	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_CHN_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=CHN	2000-2024	26	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	1.8936765532316802	1.4840858027055042	2.303267303757856	1.2838259747055572e-19	2.5676519494111143e-19	leave_one_country_out_ap_exposure_v2	v2	CHN	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=CHN	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_CHN_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=CHN	2000-2024	26	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	3.1588254824144033	2.433282196122761	3.8843687687060457	1.421983148662906e-17	1.8959775315505416e-17	leave_one_country_out_ap_exposure_v2	v2	CHN	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=CHN	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_CHN_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=CHN	2000-2024	26	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	1.7564637313272633	0.8878934586213796	2.625034004033147	7.382657007115325e-05	7.382657007115325e-05	leave_one_country_out_ap_exposure_v2	v2	CHN	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=CHN	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_FRA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=FRA	2000-2024	28	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	ap_exposure_v2_score	log_odds	1.6347954204653279	1.3778478191502792	1.8917430217803766	1.0849470723098441e-35	4.3397882892393763e-35	leave_one_country_out_ap_exposure_v2	v2	FRA	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=FRA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_FRA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=FRA	2000-2024	28	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	1.2432464997248083	0.8223387681341185	1.664154231315498	7.067835198003481e-09	9.423780264004642e-09	leave_one_country_out_ap_exposure_v2	v2	FRA	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=FRA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_FRA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=FRA	2000-2024	28	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	3.758517024808547	2.9829777047457684	4.534056344871326	2.1232159536235393e-21	4.2464319072470786e-21	leave_one_country_out_ap_exposure_v2	v2	FRA	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=FRA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_FRA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=FRA	2000-2024	28	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	1.5719928055666208	0.8323521127349905	2.311633498398251	3.104268778839593e-05	3.104268778839593e-05	leave_one_country_out_ap_exposure_v2	v2	FRA	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=FRA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_GBR_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=GBR	2000-2024	28	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	ap_exposure_v2_score	log_odds	1.2927336130206957	1.0570009595828709	1.5284662664585205	6.0273451399619386e-27	2.4109380559847754e-26	leave_one_country_out_ap_exposure_v2	v2	GBR	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=GBR	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_GBR_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=GBR	2000-2024	28	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	1.6195791446902255	1.2177573030022315	2.0214009863782194	2.7900048321079987e-15	5.5800096642159975e-15	leave_one_country_out_ap_exposure_v2	v2	GBR	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=GBR	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_GBR_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=GBR	2000-2024	28	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	2.758457253361093	2.0345600147085268	3.482354492013659	8.098677361933188e-14	1.0798236482577584e-13	leave_one_country_out_ap_exposure_v2	v2	GBR	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=GBR	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
